,0,1
5242,allergies,4
5243,"(microwave,",4
5244,"bagels,",4
5245,starts,4
5246,quarter,4
5247,workers,4
5248,dont,4
5249,meetings.,4
5250,beverage,4
5251,printer,4
5252,amazing.,4
5253,heating.,4
5254,assigned,4
5255,(subway),4
5256,ages,4
5257,highlighted,4
5258,(harris,4
5259,nation,4
5260,•cotton,4
5261,automatic,4
5262,turn-of-the-century,4
5263,restoration,4
5264,war,4
5265,era,4
5266,2019.,4
5267,"restored,",4
5268,works.,4
5269,below:,4
5270,https://www.airbnb.com/rooms/1817907,4
5271,#2:,4
5272,#3:,4
5273,https://www.airbnb.com/rooms/1818214,4
5274,#4:,4
5275,https://www.airbnb.com/rooms/9624481,4
5276,(potomac,4
5277,abound,4
5278,charming.,4
5279,protocol,4
5280,laundry!,4
5281,6-8,4
5282,blocked,4
5283,"river,",4
5284,98,4
5285,room/study,4
5286,ourselves.,4
5287,crib.,4
5288,ikea,4
5289,shorter,4
5290,kitchen).,4
5291,bsmt,4
5292,serta,4
5293,block),4
5294,jumping,4
5295,beds:,4
5296,1890,4
5297,120,4
5298,"case,",4
5299,right.,4
5300,showcases,4
5301,"1908,",4
5302,armoire,4
5303,antiques,4
5304,metro),4
5305,-2,4
5306,100-year-old,4
5307,pine,4
5308,"walkable,",4
5309,"sofas,",4
5310,sorry,4
5311,plasma,4
5312,city’s,4
5313,(free,4
5314,7th,4
5315,semi-detached,4
5316,sanitized,4
5317,orange/blue/silver,4
5318,year-old,4
5319,"milk,",4
5320,parked,4
5321,remains,4
5322,"hotels,",4
5323,excitement,4
5324,60,4
5325,collected,4
5326,chefs,4
5327,knives,4
5328,side.,4
5329,way.,4
5330,twenty,4
5331,"sofabed,",4
5332,restaurants/bars.,4
5333,boutiques,4
5334,w/a,4
5335,moment,4
5336,positive,4
5337,south-facing,4
5338,remain,4
5339,people),4
5340,metro-accessible,4
5341,cleanliness.,4
5342,bites,4
5343,artwork.,4
5344,superhosts,4
5345,provided),4
5346,all-new,4
5347,group!,4
5348,phenomenal,4
5349,"kid-friendly,",4
5350,conferences,4
5351,"surfaces,",4
5352,25-minute,4
5353,floorplan,4
5354,security.,4
5355,semi,4
5356,visitor's,4
5357,explore!,4
5358,meats,4
5359,mattress),4
5360,payment.,4
5361,(pets).,4
5362,discuss,4
5363,attend,4
5364,crystal,4
5365,one-bathroom,4
5366,mb,4
5367,them!,4
5368,interactions,4
5369,acclaimed,4
5370,tv:,4
5371,bagel,4
5372,"lights,",4
5373,"galore,",4
5374,mile),4
5375,servicing,4
5376,overhead,4
5377,"doorstep,",4
5378,"senate,",4
5379,also.,4
5380,st),4
5381,wrap,4
5382,oil,4
5383,"details,",4
5384,-bathroom,4
5385,97,4
5386,inauguration.,4
5387,alot,4
5388,closeness,4
5389,(5),4
5390,max.,4
5391,"dr,",4
5392,ave),4
5393,(walk,4
5394,north.,4
5395,renovations,4
5396,limited.,4
5397,used.,4
5398,"experience,",4
5399,owner's,4
5400,nicest,4
5401,limits,4
5402,(central,4
5403,"stop),",4
5404,refund,4
5405,blocks!,4
5406,sunday,4
5407,turning,4
5408,"eat,",4
5409,"inside,",4
5410,renovated!,4
5411,two-floor,4
5412,bathtub),4
5413,member,4
5414,n',4
5415,cleaning:,4
5416,outstanding!,4
5417,umbrellas,4
5418,caring,4
5419,luggage.,4
5420,superb,4
5421,(w/,4
5422,residences,4
5423,wellness,4
5424,thermostat.,4
5425,"well-appointed,",4
5426,"pepper,",4
5427,wall-to-wall,4
5428,garages,4
5429,groups.our,4
5430,stylish!we,4
5431,i.,4
5432,best!,4
5433,worth,4
5434,"park),",4
5435,2-,4
5436,pedestrian,4
5437,"grand,",4
5438,"lit,",4
5439,hil,4
5440,"today,",4
5441,spans,4
5442,riverfront,4
5443,is.,4
5444,beat!,4
5445,palette,4
5446,minimal.,4
5447,exposure.,4
5448,$40,4
5449,www.airbnb.com/c/nnyarko,4
5450,vaulted,4
5451,hill),4
5452,nightlife!,4
5453,circa,4
5454,nationalities.,4
5455,"apps,",4
5456,board;,4
5457,prepared,4
5458,whip,4
5459,7-10,4
5460,"dca,",4
5461,w/memory,4
5462,"(i.e.,",4
5463,showers,4
5464,tel,4
5465,fitted,4
5466,rents,4
5467,person/nt.,4
5468,lies,4
5469,gender,4
5470,historically,4
5471,blended.,4
5472,"1,",4
5473,wharf.,4
5474,"ave.,",4
5475,words,4
5476,in-house,4
5477,chamber,4
5478,patio!,4
5479,"hosts,",4
5480,"toast,",4
5481,expense,4
5482,usage,4
5483,grey,4
5484,****,4
5485,10-min,4
5486,"stocked,",4
5487,"1-bedroom,",4
5488,brunch,4
5489,hospitals,4
5490,rice,4
5491,waffle,4
5492,blue/silver,4
5493,walk/5,4
5494,redskins,4
5495,route.,4
5496,***free,4
5497,courts.,4
5498,(unit,4
5499,"(cvs,",4
5500,"shoppers,",4
5501,"eleven,",4
5502,improve,4
5503,limitations.,4
5504,11-minute,4
5505,park-zoo,4
5506,"off,",4
5507,9',4
5508,wiping,4
5509,"pressure,",4
5510,adams-morgan,4
5511,"embassies,",4
5512,(keurig,4
5513,"rent,",4
5514,disappointed!,4
5515,embassies.,4
5516,21st,4
5517,squeeze.,4
5518,culturally,4
5519,century-old,4
5520,molding,4
5521,pleasant!,4
5522,greater,4
5523,70,4
5524,"pods,",4
5525,adding,4
5526,"""village",4
5527,room/kitchen,4
5528,eager,4
5529,offers:,4
5530,‣1,4
5531,strip.,4
5532,lint,4
5533,"before,",4
5534,salt,4
5535,hts,4
5536,plaza,4
5537,cardozo,4
5538,linen.,4
5539,***rest,4
5540,ours),4
5541,(fully,4
5542,sets,4
5543,"express,",4
5544,(3),4
5545,schedules,4
5546,size),4
5547,etc...,4
5548,"basic,",4
5549,9:30,4
5550,conditioners,4
5551,(12,4
5552,(8min,4
5553,stories,4
5554,corridor/14th,4
5555,rest.,4
5556,learn,4
5557,heights/park,4
5558,h4,4
5559,"cava,",4
5560,par,4
5561,awa,4
5562,improvements,4
5563,core.,4
5564,size.,4
5565,lamp.,4
5566,thai.,4
5567,"(70,71)",4
5568,"-catholic,",4
5569,-all,4
5570,lamps,4
5571,go!,4
5572,hou,4
5573,91,4
5574,character!,4
5575,connectivity,4
5576,ir,4
5577,shaw/columbia,4
5578,together!,4
5579,entry!,4
5580,"counter-top,",4
5581,"entrance,wifi,",4
5582,"pot,microwave,flat",4
5583,"tv,and",4
5584,br/1ba,4
5585,ship,4
5586,min/$10,4
5587,min/$2,4
5588,min/$15,4
5589,"99,",4
5590,restaurants&nightlife,4
5591,300mbps,4
5592,happens,4
5593,midland,4
5594,harar,4
5595,tone,4
5596,seemingly,4
5597,coordinates,4
5598,legged,4
5599,aesthetically,4
5600,carried,4
5601,cohesive,4
5602,mileu.,4
5603,1800s,4
5604,bedrm,4
5605,hu,4
5606,historically-rich,4
5607,unfurnished),4
5608,karaoke,4
5609,you’ve,4
5610,opened:,4
5611,future.,4
5612,(4),4
5613,"whitehouse,",4
5614,mall/museums,4
5615,(anacostia,4
5616,fingertips!,4
5617,"695,",4
5618,forbes,4
5619,park/run,4
5620,includ,4
5621,domestic,4
5622,minnesota,4
5623,-guest,4
5624,dos,4
5625,farm,3
5626,pack-and-play,3
5627,department,3
5628,3-level,3
5629,10-12,3
5630,"winter,",3
5631,another.,3
5632,"kitchenware,",3
5633,bikes.,3
5634,piano.,3
5635,human,3
5636,"general,",3
5637,bus),3
5638,deliver,3
5639,latin,3
5640,assured.,3
5641,ok,3
5642,inquiries,3
5643,overview:,3
5644,edgy,3
5645,amounts,3
5646,old.,3
5647,"archives,",3
5648,martin,3
5649,luther,3
5650,partly,3
5651,porch;,3
5652,retreat!,3
5653,zipcars,3
5654,2br/1ba,3
5655,"june,",3
5656,"roomy,",3
5657,airp,3
5658,responsibility,3
5659,floor),3
5660,beauty.,3
5661,sleepers.,3
5662,sunlight!,3
5663,refuge,3
5664,"help,",3
5665,virtually,3
5666,(unless,3
5667,research,3
5668,"dvd,",3
5669,intention,3
5670,microwave/convection,3
5671,walkout,3
5672,uncomfortable,3
5673,cottage.,3
5674,1bd,3
5675,room's,3
5676,moroccan,3
5677,"dvds,",3
5678,magazines,3
5679,demand.,3
5680,3-unit,3
5681,arrangements.,3
5682,free!,3
5683,1925,3
5684,"min,",3
5685,farther,3
5686,"layout,",3
5687,playgrounds,3
5688,global,3
5689,district's,3
5690,1-br,3
5691,two),3
5692,"housing,",3
5693,"sunday,",3
5694,aug.,3
5695,"3,000",3
5696,nintendo,3
5697,*if,3
5698,busses.,3
5699,"french,",3
5700,"serene,",3
5701,online,3
5702,"collection,",3
5703,setup.,3
5704,speakers,3
5705,creative,3
5706,in/out.,3
5707,kids',3
5708,*2,3
5709,*wifi,3
5710,destination!,3
5711,benefits,3
5712,"like,",3
5713,"grilling,",3
5714,rowhouse!,3
5715,"activity,",3
5716,porches.,3
5717,"allergies,",3
5718,green-yellow,3
5719,treasures,3
5720,charges,3
5721,natl,3
5722,pilates,3
5723,"cleaning,",3
5724,"60""",3
5725,guarantee,3
5726,companies,3
5727,enforcement,3
5728,house's,3
5729,"fans,",3
5730,accordingly.,3
5731,credit,3
5732,manner,3
5733,bookings.,3
5734,station;,3
5735,accommodating,3
5736,now!,3
5737,backyard!,3
5738,brick.,3
5739,somewhere,3
5740,between.,3
5741,match,3
5742,250,3
5743,turret,3
5744,wrap-around,3
5745,majority,3
5746,highlands,3
5747,na,3
5748,patio/garden.,3
5749,initiative,3
5750,71.,3
5751,"""free",3
5752,"gift""",3
5753,inclusive,3
5754,***additional,3
5755,keys***,3
5756,"lot,",3
5757,"worries,",3
5758,around!,3
5759,taxi),3
5760,"west,",3
5761,nearby:,3
5762,long-time,3
5763,blk,3
5764,"responsible,",3
5765,"2),",3
5766,separately,3
5767,mini-fridge.,3
5768,keycode,3
5769,"taquerias,",3
5770,hosting.,3
5771,"profile,",3
5772,id,3
5773,luxuries,3
5774,stroller,3
5775,evening.,3
5776,e4,3
5777,host!,3
5778,"eating,",3
5779,clothing.,3
5780,apartme,3
5781,area;,3
5782,usual,3
5783,acres,3
5784,rush,3
5785,"fresh,",3
5786,"(dishwasher,",3
5787,1-5,3
5788,outside!,3
5789,"stand,",3
5790,(approx.,3
5791,solar-powered,3
5792,"2016,",3
5793,2-floor,3
5794,barely,3
5795,"combo,",3
5796,"corridors,",3
5797,microhouse,3
5798,exploration,3
5799,forested,3
5800,washer-dryer.,3
5801,(white,3
5802,cheaper,3
5803,thus,3
5804,yourselves:,3
5805,framed,3
5806,lovers,3
5807,piece,3
5808,w/2,3
5809,"stick,",3
5810,"citizen,",3
5811,"diner,",3
5812,keeping,3
5813,so-called,3
5814,"countertop,",3
5815,control.,3
5816,process,3
5817,wait,3
5818,"hu,",3
5819,"proximity,",3
5820,"bdrm,",3
5821,ducts,3
5822,semi-open,3
5823,petworth/ga,3
5824,comprises,3
5825,light;,3
5826,spent,3
5827,climate,3
5828,preference.,3
5829,"ave/petworth,",3
5830,petworth/brightwood,3
5831,"dinner,",3
5832,subscriptions,3
5833,stovetop,3
5834,(s,3
5835,distance:,3
5836,"american,",3
5837,"mexican,",3
5838,"demand,",3
5839,-washer/dryer,3
5840,me!,3
5841,included).,3
5842,stop:,3
5843,street:,3
5844,dunkin',3
5845,"(medstar,",3
5846,72,3
5847,(note:,3
5848,smoker,3
5849,"playstation,",3
5850,safety.,3
5851,heat/air,3
5852,"3-bedroom,",3
5853,commuting,3
5854,"advice,",3
5855,"washingtonian,",3
5856,review,3
5857,pizza:,3
5858,(petworth,3
5859,hank's,3
5860,amidst,3
5861,mean,3
5862,gue,3
5863,bungalow,3
5864,venture,3
5865,saturdays.,3
5866,pods,3
5867,wind,3
5868,transit:,3
5869,"off-street,",3
5870,hotspots,3
5871,letting,3
5872,"md,",3
5873,"thai,",3
5874,"roommates,",3
5875,in-between,3
5876,likes,3
5877,1930,3
5878,gay,3
5879,street's,3
5880,"bathroom),",3
5881,babies,3
5882,aerobed,3
5883,size).,3
5884,barbecue,3
5885,meticulous,3
5886,"2-bedroom,",3
5887,"coming,",3
5888,street’s,3
5889,umbrella,3
5890,occasion,3
5891,ai,3
5892,toiletry,3
5893,"days,",3
5894,tourism,3
5895,inquiry,3
5896,"sleep,",3
5897,bohemian,3
5898,socializing,3
5899,street).,3
5900,fia's,3
5901,get-away,3
5902,response,3
5903,"therefore,",3
5904,arranged,3
5905,temperature.,3
5906,adjustable,3
5907,22,3
5908,sofa),3
5909,provided).,3
5910,only).,3
5911,reply,3
5912,"roof,",3
5913,whose,3
5914,pin,3
5915,"pharmacies,",3
5916,job,3
5917,blocking,3
5918,housing,3
5919,-shared,3
5920,it),3
5921,-ample,3
5922,-a,3
5923,hippest,3
5924,offstreet,3
5925,"cidery,",3
5926,*access,3
5927,*easy,3
5928,transportation:,3
5929,(fort,3
5930,distances,3
5931,occupies,3
5932,l-shaped,3
5933,docks,3
5934,courts,3
5935,"too,",3
5936,noisy,3
5937,latex,3
5938,parent,3
5939,sights!,3
5940,"study,",3
5941,prep,3
5942,propane,3
5943,laundered,3
5944,station)!!,3
5945,"keypad,",3
5946,(url,3
5947,hassle.,3
5948,starbucks;,3
5949,organic;,3
5950,vernon,3
5951,door-to-door),3
5952,chinatown/downtown,3
5953,sunlights,3
5954,uni,3
5955,(tub/shower,3
5956,combo).,3
5957,"bbq,",3
5958,vibes,3
5959,anticipate,3
5960,q,3
5961,disturb,3
5962,(my,3
5963,"i,",3
5964,"tall,",3
5965,keurig.,3
5966,bathtub.,3
5967,"traditional,",3
5968,landing,3
5969,wil,3
5970,"eats,",3
5971,attract,3
5972,property’s,3
5973,"policy,",3
5974,especially:,3
5975,there’re,3
5976,"gel,",3
5977,toothpaste,3
5978,plans,3
5979,gut,3
5980,electrical,3
5981,external,3
5982,reinforce,3
5983,have!,3
5984,sides.,3
5985,slow,3
5986,.8,3
5987,"tile,",3
5988,branch,3
5989,walkin,3
5990,fire.,3
5991,bowls,3
5992,naturally,3
5993,"mile,",3
5994,pocket,3
5995,materials,3
5996,text/call,3
5997,easily.,3
5998,"trip,",3
5999,1921,3
6000,western,3
6001,vehicles,3
6002,hands,3
6003,rise.,3
6004,properly,3
6005,tv),3
6006,steamer,3
6007,be!,3
6008,lgbtq,3
6009,landlord,3
6010,"heat/ac,",3
6011,alongside,3
6012,pet.,3
6013,2-day,3
6014,$$,3
6015,"elevator,",3
6016,br/1,3
6017,k,3
6018,tigers,3
6019,pick-up,3
6020,groceries:,3
6021,decided,3
6022,audio,3
6023,pl,3
6024,"(mini-fridge,",3
6025,car/uber,3
6026,"hammock,",3
6027,"brewery,",3
6028,wharf!,3
6029,coffees,3
6030,"teas,",3
6031,"sweeteners,",3
6032,"pentagon,",3
6033,shower;,3
6034,treats.,3
6035,that’s,3
6036,paying,3
6037,elm,3
6038,55,3
6039,find.,3
6040,becomes,3
6041,ear,3
6042,plugs,3
6043,blinds.,3
6044,airy.,3
6045,cuban,3
6046,monitoring,3
6047,oven),3
6048,scott,3
6049,shopping:,3
6050,hospitals:,3
6051,"onsite,",3
6052,get-a-way,3
6053,-3,3
6054,tired,3
6055,transport:,3
6056,$500,3
6057,attach,3
6058,kickback,3
6059,verdant,3
6060,luscious,3
6061,we’ll,3
6062,50”,3
6063,"marble,",3
6064,precaution,3
6065,ni,3
6066,living!,3
6067,"run,",3
6068,300,3
6069,sun.,3
6070,approx,3
6071,"dishwasher),",3
6072,cul,3
6073,elfa,3
6074,said,3
6075,ground),3
6076,"terrace,",3
6077,well-connected,3
6078,"flour,",3
6079,goods,3
6080,roughly,3
6081,libraries,3
6082,"(subway),",3
6083,road),3
6084,grassy,3
6085,evenings,3
6086,tenant.,3
6087,down.,3
6088,"items,",3
6089,"alike,",3
6090,"wash,",3
6091,automated,3
6092,(an,3
6093,metropolitan,3
6094,"center,capital",3
6095,partially,3
6096,souls.,3
6097,md),3
6098,library/games,3
6099,booming,3
6100,-free,3
6101,-kitchenette,3
6102,"paths,",3
6103,universities.,3
6104,check-in:,3
6105,salvadorian,3
6106,else.,3
6107,“the,3
6108,apartment-,3
6109,pans.,3
6110,numbers,3
6111,30-40,3
6112,"restaurants/bars,",3
6113,check-out.,3
6114,efforts.,3
6115,"times,",3
6116,balances,3
6117,a/c.,3
6118,refer,3
6119,genuine,3
6120,:)!,3
6121,hi-speed,3
6122,"residents,",3
6123,"premises,",3
6124,lr,3
6125,"is,",3
6126,urgent,3
6127,"driving,",3
6128,delis,3
6129,extravagant,3
6130,arkansas,3
6131,stress-free,3
6132,3:,3
6133,lincoln’s,3
6134,golf,3
6135,course.,3
6136,(1.5,3
6137,equipment.,3
6138,firestick,3
6139,binge,3
6140,tra,3
6141,enjoyable!,3
6142,paint.,3
6143,1br/1ba,3
6144,"hvac,",3
6145,foot!,3
6146,beyond!,3
6147,drugs,3
6148,locks,3
6149,thread,3
6150,wa,3
6151,striking,3
6152,lofty,3
6153,"clocks,",3
6154,included:,3
6155,(washer/dryer),3
6156,april,3
6157,"dinnerware,",3
6158,"paper,",3
6159,walmart.,3
6160,"driveway,",3
6161,hairdryer.,3
6162,trip!,3
6163,pr,3
6164,significant,3
6165,décor,3
6166,flowers,3
6167,nurses,3
6168,pied,3
6169,"adults,",3
6170,secrets,3
6171,"world,",3
6172,"artists,",3
6173,"bookstore,",3
6174,6ft,3
6175,sto,3
6176,"colorful,",3
6177,housemates.,3
6178,fastest,3
6179,changing,3
6180,"theaters,",3
6181,parking),3
6182,"ourselves,",3
6183,"arrival,",3
6184,chelsea,3
6185,sprawling,3
6186,neig,3
6187,(outdoor,3
6188,"permitted),",3
6189,thick,3
6190,bench,3
6191,bank,3
6192,slice,3
6193,traveler!,3
6194,entertained,3
6195,greenest,3
6196,(restaurants,3
6197,infant,3
6198,inn.,3
6199,top-rated,3
6200,menomale,3
6201,arboretum.,3
6202,"1,200",3
6203,"energy,",3
6204,holds,3
6205,"request,",3
6206,age,3
6207,difficult,3
6208,"stage,",3
6209,shady,3
6210,lockable,3
6211,galleries.,3
6212,carolina,3
6213,committed,3
6214,65,3
6215,"student,",3
6216,diverse.,3
6217,shop.,3
6218,watch.,3
6219,bored,3
6220,themed,3
6221,"ac/heat,",3
6222,considering,3
6223,clubs,3
6224,programs,3
6225,puerto,3
6226,rico,3
6227,lgbtqa,3
6228,español!,3
6229,fluent,3
6230,polished,3
6231,️‍,3
6232,fashionable,3
6233,"elements,",3
6234,metro’s,3
6235,aquatic,3
6236,cua,3
6237,"cuisines,",3
6238,tree-top,3
6239,stand-alone,3
6240,lay,3
6241,here's,3
6242,discounted,3
6243,"well-maintained,",3
6244,"to,",3
6245,double/full,3
6246,un,3
6247,cuadras,3
6248,3br,3
6249,;),3
6250,"printer,",3
6251,unregistered,3
6252,animals,3
6253,.you,3
6254,"nightstand,",3
6255,2ba,3
6256,severe,3
6257,metr,3
6258,high-top,3
6259,boards,3
6260,grass,3
6261,center).,3
6262,"own,",3
6263,shrine,3
6264,pancakes,3
6265,"shrine,",3
6266,lodging,3
6267,word,3
6268,bottle,3
6269,worries,3
6270,guest),3
6271,specific,3
6272,print,3
6273,tickets,3
6274,allergy,3
6275,guaranteed,3
6276,potential,3
6277,"them,",3
6278,university!,3
6279,researchers,3
6280,1885,3
6281,leave!,3
6282,bookshelf,3
6283,"homes,",3
6284,(front,3
6285,door),3
6286,teeter),3
6287,•queen,3
6288,•hair,3
6289,•wireless,3
6290,prefers,3
6291,wired,3
6292,clock,3
6293,highlights:,3
6294,victorian.,3
6295,media,3
6296,premier,3
6297,"freestanding,",3
6298,bed/3,3
6299,"courts,",3
6300,bocce,3
6301,playground.,3
6302,needed!,3
6303,replaced,3
6304,preparing,3
6305,devices.,3
6306,love.,3
6307,-in,3
6308,wardman-style,3
6309,pristine,3
6310,flavor,3
6311,https://www.airbnb.com/rooms/9028271,3
6312,bathroom).,3
6313,diner,3
6314,roofdeck,3
6315,(fits,3
6316,closet;,3
6317,https://www.airbnb.com/users/show/,3
6318,1860s,3
6319,shoot,3
6320,here:,3
6321,privileges.,3
6322,lap,3
6323,(i,3
6324,"by,",3
6325,highways.,3
6326,mlk,3
6327,nice.,3
6328,e.,3
6329,hill/eastern,3
6330,reach.,3
6331,bedroom/office,3
6332,restaurants;,3
6333,"52""",3
6334,desks,3
6335,ridiculously,3
6336,carshare,3
6337,"6,",3
6338,aspects,3
6339,filtration,3
6340,obligation,3
6341,chat.,3
6342,pressure.,3
6343,saturdays,3
6344,crab,3
6345,"size,",3
6346,bakery.,3
6347,"delightful,",3
6348,whimsical,3
6349,unbeatable.,3
6350,managed.,3
6351,this.,3
6352,"fine,",3
6353,better.,3
6354,smack,3
6355,dab,3
6356,"gate,",3
6357,terracotta,3
6358,steep,3
6359,package.,3
6360,"yogurt,",3
6361,"granola,",3
6362,charm!,3
6363,expecting,3
6364,masterfully,3
6365,tv!,3
6366,center),3
6367,1900s.,3
6368,street-level,3
6369,location!!!,3
6370,starred,3
6371,pearls.,3
6372,(orange/blue,3
6373,expanded,3
6374,19th-century,3
6375,corps,3
6376,0.2,3
6377,groups!,3
6378,tin,3
6379,market!,3
6380,surrounds,3
6381,building),3
6382,"mkt,",3
6383,organization,3
6384,sea,3
6385,seeing.,3
6386,shower/tub,3
6387,"five,",3
6388,lovers.,3
6389,renters,3
6390,stayed,3
6391,detail,3
6392,"rm,",3
6393,rm,3
6394,checkout,3
6395,"circulator,",3
6396,apartment),3
6397,sell,3
6398,"dollar,",3
6399,setting.,3
6400,football,3
6401,dead,3
6402,staffers,3
6403,full-height,3
6404,architect,3
6405,learning,3
6406,wealth,3
6407,bedroom/1.5,3
6408,streaming.,3
6409,child.,3
6410,"toothpaste,",3
6411,loveseat,3
6412,ft.),3
6413,"amtrak,",3
6414,"remodeled,",3
6415,"air/heat,",3
6416,booking).,3
6417,standards).,3
6418,pkg,3
6419,(shower,3
6420,therefore,3
6421,paintings,3
6422,local's,3
6423,apologies,3
6424,(half,3
6425,beverage.,3
6426,copious,3
6427,warmth,3
6428,friday,3
6429,row!,3
6430,travels.,3
6431,helmet,3
6432,glass.,3
6433,see.,3
6434,state-of-the,3
6435,1.3,3
6436,fi,3
6437,castle.,3
6438,three-day,3
6439,buffer,3
6440,demonstrates,3
6441,locally-inspired,3
6442,confidence.,3
6443,"century,",3
6444,beaming,3
6445,"market),",3
6446,ping,3
6447,letter,3
6448,vanity.,3
6449,entryway,3
6450,din,3
6451,case-by-case,3
6452,interns.,3
6453,equipment,3
6454,shed,3
6455,practical,3
6456,minute-walk,3
6457,distance!,3
6458,knowledge,3
6459,enormous,3
6460,request!,3
6461,purposes.,3
6462,eas,3
6463,economical,3
6464,unable,3
6465,patrolled,3
6466,police.,3
6467,"hairdryer,",3
6468,thought,3
6469,"grinder,",3
6470,"kit,",3
6471,sleigh,3
6472,shutters,3
6473,(200+,3
6474,solely,3
6475,"have,",3
6476,tidal,3
6477,(it,3
6478,blocks);,3
6479,(free),3
6480,rails,3
6481,matching,3
6482,apartm,3
6483,cities,3
6484,arguably,3
6485,words.,3
6486,*furnished,3
6487,(8,3
6488,gatherings.,3
6489,crafted,3
6490,"places,",3
6491,drive).,3
6492,"necessary,",3
6493,watching.,3
6494,march!,3
6495,balls,3
6496,there!,3
6497,(local,3
6498,market;,3
6499,cot,3
6500,"knives,",3
6501,"accents,",3
6502,in-home,3
6503,finest!,3
6504,soak,3
6505,walking).,3
6506,printer.,3
6507,three-floor,3
6508,expands,3
6509,two-minute,3
6510,ride-share,3
6511,staircases,3
6512,"mall),",3
6513,adjoins,3
6514,"sleek,",3
6515,accessible!,3
6516,"front,",3
6517,5.,3
6518,ingredients,3
6519,glasses.,3
6520,parlor,3
6521,row/8th,3
6522,penn,3
6523,wmata,3
6524,"dogs,",3
6525,complimented,3
6526,march.,3
6527,"school,",3
6528,coziness.,3
6529,noises,3
6530,"crisp,",3
6531,simplicity,3
6532,stones,3
6533,"more,",3
6534,wrong,3
6535,uncluttered,3
6536,extensively,3
6537,interactive,3
6538,two-week,3
6539,signal),3
6540,"box,",3
6541,carpeting.,3
6542,roku.,3
6543,blue/orange/silver,3
6544,works!,3
6545,drink.,3
6546,*no,3
6547,exceeds,3
6548,touchpoints,3
6549,epa-registered,3
6550,disinfectant*,3
6551,biggest,3
6552,directtv,3
6553,subscription.,3
6554,desk/chair.,3
6555,xl.,3
6556,stable,3
6557,#,3
6558,(h,3
6559,robots,3
6560,jet,3
6561,"shoes,",3
6562,machines.,3
6563,removed,3
6564,refreshing,3
6565,manual.,3
6566,disinfectant.,3
6567,"paradise""",3
6568,stately,3
6569,"k-cups,",3
6570,"station,plus",3
6571,america’s,3
6572,nfl,3
6573,carpeting,3
6574,heating/cooling,3
6575,closely,3
6576,neighb,3
6577,"dates,",3
6578,launch,3
6579,twin-sized,3
6580,"cemetery,",3
6581,transportation.this,3
6582,sections,3
6583,"loveseat,",3
6584,teeter’s,3
6585,"alley,",3
6586,sunlit,3
6587,pillowtop,3
6588,puts,3
6589,approx.,3
6590,"hospitality,",3
6591,inside.,3
6592,streetcar,3
6593,smokers,3
6594,buzz,3
6595,15+,3
6596,garfield,3
6597,newer,3
6598,priv,3
6599,occupied.,3
6600,insider,3
6601,"issues,",3
6602,obtain,3
6603,ports,3
6604,"message,",3
6605,displayed,3
6606,earthy,3
6607,fr,3
6608,foldout,3
6609,convenient!,3
6610,bunch,3
6611,stools.,3
6612,annual,3
6613,damage,3
6614,seasoned,3
6615,topper),3
6616,rainfall,3
6617,night’s,3
